score	acc	runs	subjects	per_subject	readlen	strategy	instrument	baseline	timepoints	title	reasons
10	PRJEB54725	23	0	0	76	WGS	HiSeq X Ten/Illumina NovaSeq 6000	False		WGS data of neuroblastoma classical cell lines	not Illumina amplicon (WGS; HiSeq X Ten/Illumina NovaSeq 6000); reads ~76bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB59936	21	0	0	75	RNA-Seq	Illumina NovaSeq 6000	False		RNA-seq of Pseudomonas aeruginosa treated with Melastoma dodecandrum Lour and antibiotics	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~75bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB61461	24	0	0	70	RNA-Seq	Illumina NovaSeq 6000	False		Gene expression in Lepidostoma basale in response to chlorantraniliprole exposure	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~70bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB63610	28	0	0	75	WXS	Illumina NovaSeq 6000	False		Genomic and mitochondrial DNA variants in (sequential) glioblastoma	not Illumina amplicon (WXS; Illumina NovaSeq 6000); reads ~75bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB63991	24	0	0	75	RNA-Seq	Illumina NovaSeq 6000	False		RUVBL1 and RUVBL2 as novel druggable DNA Damage Response regulators in the MYCN regulatory network in neuroblastoma	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~75bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB71672	36	0	0	113	Hi-C/WGS	Illumina NovaSeq 6000/PromethION	False		Mobula hypostoma (the lesser devil ray), genomic data.	not Illumina amplicon (Hi-C/WGS; Illumina NovaSeq 6000/PromethION); reads ~113bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB71674	36	0	0	113	Hi-C/WGS	Illumina NovaSeq 6000/PromethION	False		Mobula hypostoma	not Illumina amplicon (Hi-C/WGS; Illumina NovaSeq 6000/PromethION); reads ~113bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB78726	32	0	0	37	RNA-Seq	NextSeq 550	False		PP-Seq of An Integrated Signaling Network Controls P-Bodies Dynamics and mRNA Translation in Human Glioblastoma	not Illumina amplicon (RNA-Seq; NextSeq 550); reads ~37bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB78729	26	0	0	37	RIP-Seq	NextSeq 550	False		RIP-Seq of An Integrated Signaling Network Controls P-Bodies Dynamics and mRNA Translation in Human Glioblastoma	not Illumina amplicon (RIP-Seq; NextSeq 550); reads ~37bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB85872	32	0	0	68	RNA-Seq	Illumina NovaSeq 6000	False		RNA-seq of tumor organoids from patient-derived xenograft (PDX, LU-NB-2) of high-risk, MYCN-amplified neuroblastoma treated with prochlorperazine (PCZ), pitavastatin (PIT), the combination of both drugs, and untreated controls	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~68bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJEB91360	24	0	0	0	RNA-Seq	Illumina NovaSeq 6000	False		Modelling group 3 medulloblastoma post radiotherapy	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJNA1302166	38	0	0	101	OTHER	Illumina NovaSeq 6000	True		Metagenomic analysis of non-IBD, UC and pouchitis patients stool samples berfore and on antibiotics treatment	not Illumina amplicon (OTHER; Illumina NovaSeq 6000); reads ~101bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJNA786801	33	0	0	51	RNA-Seq	Illumina HiSeq 4000	False		Hematopoietic somatic mosaicism is associated with an increased risk of postoperative atrial fibrillation	not Illumina amplicon (RNA-Seq; Illumina HiSeq 4000); reads ~51bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
10	PRJNA860167	25	0	0	70	WGS	Illumina HiSeq 4000	False		Delayed postoperative hemorrhage in Scottish deerhounds	not Illumina amplicon (WGS; Illumina HiSeq 4000); reads ~70bp, too short for truncLen 150; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
7	PRJNA980255	12	0	0	151	RNA-Seq	Illumina NovaSeq 6000	False		Intestinal epithelial adaptations to vertical sleeve gastrectomy defined at single-cell resolution	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
7	PRJNA1231419	19	0	0	150	RNA-Seq	Illumina HiSeq 1500	False		The gut microbiome enhances breast cancer immunotherapy following bariatric surgery	not Illumina amplicon (RNA-Seq; Illumina HiSeq 1500); only 19 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
7	PRJDB16095	13	0	0	150	RNA-Seq	Illumina NovaSeq 6000	False		Glioblastoma with high O6-methyl-guanine DNA methyltransferase (MGMT) expression are more immunologically active than tumors with low MGMT expression tumors	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); only 13 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
7	PRJDB38190	14	0	0	150	RNA-Seq	Illumina HiSeq 2000/Illumina NovaSeq 600	False		MYC2 regulates stomatal density and water use efficiency via targeting EPF2/EPFL4/EPFL9 in poplar (PRJCA018931)	not Illumina amplicon (RNA-Seq; Illumina HiSeq 2000/Illumina NovaSeq 6000); only 14 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
7	PRJDB40980	12	0	0	150	RNA-Seq	Illumina NovaSeq 6000	False		Rare variations within the serine/arginine-rich splicing factor PtoRSZ21 modulate stomatal size to determine drought tolerance in Populus (PRJCA022216)	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
7	PRJNA1329232	15	0	0	150	RNA-Seq	Illumina NovaSeq 6000	False		A biohybrid chiral hydrogel enhances preclinical postoperative glioblastoma therapy by multi-pronged inhibition of tumor stemness	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); only 15 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
7	PRJNA692435	15	0	0	150	RNA-Seq	Illumina NovaSeq 6000	False		Deep transcriptomics analysis reveals the development of postoperative ileus and the therapeutic effect of electroacupuncture	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); only 15 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJNA680322	12	0	0	139	ncRNA-Seq	Illumina HiSeq 4000	False		Next generation sequencing of circular RNAs in diabetes mellitus rats after sleeve gastrectomy	not Illumina amplicon (ncRNA-Seq; Illumina HiSeq 4000); reads ~139bp, too short for truncLen 150; only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJNA374559	12	0	0	71	FAIRE-seq/RNA-Seq	Illumina HiSeq 2500	False		Vertical sleeve gastrectomy reverses diet-induced gene-regulatory changes impacting lipid metabolism	not Illumina amplicon (FAIRE-seq/RNA-Seq; Illumina HiSeq 2500); reads ~71bp, too short for truncLen 150; only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB29060	12	0	0	100	WGS	Illumina HiSeq 2000/Illumina HiSeq 2500	False		Functional changes after bariatric surgery by shotgun metagenomic sequencing in obese Chilean subjects	not Illumina amplicon (WGS; Illumina HiSeq 2000/Illumina HiSeq 2500); reads ~100bp, too short for truncLen 150; only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB62575	12	0	0	51	miRNA-Seq	NextSeq 500	False		Differential miRNA profile in the muscular and the visceral adipose tissue of morbidly obese patients undergoing bariatric surgery	not Illumina amplicon (miRNA-Seq; NextSeq 500); reads ~51bp, too short for truncLen 150; only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJNA283828	14	14	1.0	51	RNA-Seq	Illumina HiSeq 2500	False	8wk	Bile diversion to the distal small intestine has comparable metabolic benefits to bariatric surgery	not Illumina amplicon (RNA-Seq; Illumina HiSeq 2500); reads ~51bp, too short for truncLen 150; only 14 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJNA675351	13	0	0	74	RNA-Seq	NextSeq 500	False		Increased Inflammatory Low-Density Neutrophils in Morbid Obesity: Gene Expression and Effect of Bariatric Surgery	not Illumina amplicon (RNA-Seq; NextSeq 500); reads ~74bp, too short for truncLen 150; only 13 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJNA725702	16	0	0	85	RNA-Seq	NextSeq 500	False		Gene expression profile chqnge of intestinal stem cells after VSG bariatric surgery	not Illumina amplicon (RNA-Seq; NextSeq 500); reads ~85bp, too short for truncLen 150; only 16 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJNA1299783	12	0	0	0	RNA-Seq	Illumina NovaSeq 6000	False		Multi-omics study of small Intestine adaptation after total colectomy.	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJDB15187	12	0	0	81	RNA-Seq	NextSeq 550	False		Identification and improvement of isothiocyanate-based inhibitors on stomatal opening to act as drought tolerance-conferring agrochemicals	not Illumina amplicon (RNA-Seq; NextSeq 550); reads ~81bp, too short for truncLen 150; only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJDB18465	12	0	0	74	RNA-Seq	NextSeq 500	False		Analysis of the small compound kC9 that increases stomata	not Illumina amplicon (RNA-Seq; NextSeq 500); reads ~74bp, too short for truncLen 150; only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJDB9734	19	0	0	101	RNA-Seq	Illumina NovaSeq 6000	False		Transcriptome analysis in Eustoma grandiflorum root	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~101bp, too short for truncLen 150; only 19 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB105556	15	0	0	75	RNA-Seq	Illumina NovaSeq X	False		siRNA-mediated knockdown of RUVBL1 and RUVBL2 in CLB-BAR neuroblastoma cells	not Illumina amplicon (RNA-Seq; Illumina NovaSeq X); reads ~75bp, too short for truncLen 150; only 15 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB1222	17	0	0	53	RNA-Seq	Illumina Genome Analyzer IIx/Illumina Hi	False		A significant number of human malignancies -- for instance, most cancers of the cervix and the liver -- are caused by infections with tumor viruses. Identification of these pathogens is now considered a critical contribution to cancer prevention. Deep sequencing enables us to systematically investigate transcription of both known and novel viruses in order to either verify or exclude the existence of viruses in idiopathic human cancers. We have developed a novel computational approach for identifying tumor viruses that addresses several important biological factors that may confound detection. We applied our method in the first systematic search, to our knowledge, for cancer-causing viruses in metastatic neuroblastoma, the most common form of cancer in infancy.	not Illumina amplicon (RNA-Seq; Illumina Genome Analyzer IIx/Illumina HiSeq 2000); reads ~53bp, too short for truncLen 150; only 17 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB12763	13	0	0	83	WXS	Illumina HiSeq 2000	False		MRI images could be indicative of Genetic variations in Glioblastoma	not Illumina amplicon (WXS; Illumina HiSeq 2000); reads ~83bp, too short for truncLen 150; only 13 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB23786	16	0	0	111	RNA-Seq	Illumina HiSeq 2500	False		Comparing angiogenic and invasive glioblastoma gene networks. Thrombospondin-1 as the highest connected invasive gene.	not Illumina amplicon (RNA-Seq; Illumina HiSeq 2500); reads ~111bp, too short for truncLen 150; only 16 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB26451	17	0	0	51	RNA-Seq	Illumina HiSeq 2500	False		Transcriptomic profiling of three different neuroblastoma cell lines (CLB-BAR, CLB-GE and SK-N-AS) in response to ALK inhibition	not Illumina amplicon (RNA-Seq; Illumina HiSeq 2500); reads ~51bp, too short for truncLen 150; only 17 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB31402	18	0	0	112	RNA-Seq	Ion Torrent Proton	False		Transcriptomic analysis by AmpliSeq Ion Torrent to to understand the role of LKB1 and PARD3 in Glioblastoma biology	not Illumina amplicon (RNA-Seq; Ion Torrent Proton); reads ~112bp, too short for truncLen 150; only 18 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB36530	16	0	0	75	RNA-Seq	Illumina HiSeq 2000	False		Growth suppressing Wnt/BMP4-Msx/Notch signalling in neuroblastoma	not Illumina amplicon (RNA-Seq; Illumina HiSeq 2000); reads ~75bp, too short for truncLen 150; only 16 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB39059	14	0	0	82	RNA-Seq/WXS	Illumina HiSeq 2500	False		Temporospatial genomic profiling in glioblastoma	not Illumina amplicon (RNA-Seq/WXS; Illumina HiSeq 2500); reads ~82bp, too short for truncLen 150; only 14 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB39950	16	0	0	76	ATAC-seq	NextSeq 500	False		ATAC-seq of human CLB-GA neuroblastoma cell line with SOX11 knockdown as compared to control	not Illumina amplicon (ATAC-seq; NextSeq 500); reads ~76bp, too short for truncLen 150; only 16 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB41529	18	0	0	117	AMPLICON	Ion Torrent Proton	False		Transcriptomic analysis by AmpliSeq Ion Torrent to study the involvement of CXXC5 in the regulation of TGFβ/BMP target genes in glioblastoma	not Illumina amplicon (AMPLICON; Ion Torrent Proton); reads ~117bp, too short for truncLen 150; only 18 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB41558	18	0	0	75	RNA-Seq	Illumina NovaSeq 6000	False		RNAseq of 6 medulloblastoma cell lines	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~75bp, too short for truncLen 150; only 18 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB42584	14	0	0	75	RNA-Seq	Illumina NovaSeq 6000	False		RNA-seq of human neuroblastoma cell lines where RET is knocked out	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~75bp, too short for truncLen 150; only 14 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB45783	18	0	0	75	RNA-Seq	Illumina NovaSeq 6000	False		RNA-seq of human neuroblastoma cell lines treated with the ATR inhibitor BAY 1895344	not Illumina amplicon (RNA-Seq; Illumina NovaSeq 6000); reads ~75bp, too short for truncLen 150; only 18 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB53588	16	0	0	0	ssRNA-seq	NextSeq 500	False		Spatial transcriptomic analysis of Sonic Hedgehog Medulloblastoma identified that loss of heterogeneity and promotion of differentiation underlies the response to CDK4/6 inhibition	not Illumina amplicon (ssRNA-seq; NextSeq 500); only 16 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB53949	16	0	0	29	RNA-Seq	NextSeq 500	False		RNA-seq of human CLB-GA and NGP neuroblastoma cell lines with SOX11 knockdown as compared to control	not Illumina amplicon (RNA-Seq; NextSeq 500); reads ~29bp, too short for truncLen 150; only 16 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB72851	12	0	0	100	RNA-Seq	BGISEQ-500	False		Transcriptome analysis following inhibition of PRMT5 using GSK3203591 in MYCN amplified neuroblastoma	not Illumina amplicon (RNA-Seq; BGISEQ-500); reads ~100bp, too short for truncLen 150; only 12 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB83888	18	0	0	75	ssRNA-seq	Illumina NovaSeq 6000	False		RNA-seq of neuroblastoma cell lines	not Illumina amplicon (ssRNA-seq; Illumina NovaSeq 6000); reads ~75bp, too short for truncLen 150; only 18 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB85259	18	0	0	26	RNA-Seq	Illumina HiSeq 2500	False		Cytomegalovirus-induced oncomodulation drives immune escape in glioblastoma	not Illumina amplicon (RNA-Seq; Illumina HiSeq 2500); reads ~26bp, too short for truncLen 150; only 18 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
0	PRJEB89698	18	0	0	38	ssRNA-seq	NextSeq 550	False		Paired transcriptomics of glioblastoma peripheral and core areas reveals CNTN2 as a potential therapeutic target	not Illumina amplicon (ssRNA-seq; NextSeq 550); reads ~38bp, too short for truncLen 150; only 18 runs; no repeat sampling detectable from metadata; subject/timepoint not encoded in sample titles
